key,time,event
j,1723900102.2605326,press
j,1723900102.3758485,release
u,1723900102.455757,press
u,1723900102.5813732,release
l,1723900102.6799893,press
l,1723900102.820079,release
i,1723900102.8999815,press
i,1723900103.0315866,release
u,1723900103.11112,press
u,1723900103.3053572,release
s,1723900103.3545704,press
s,1723900103.4993994,release
space,1723900103.655627,press
space,1723900103.7625377,release
j,1723900104.030631,press
j,1723900104.1337175,release
u,1723900104.2148619,press
u,1723900104.3467834,release
n,1723900104.448445,press
n,1723900104.5200863,release
i,1723900104.7101538,press
o,1723900104.828737,press
i,1723900104.9001813,release
o,1723900105.0011005,release
r,1723900105.0783548,press
r,1723900105.222901,release
space,1723900105.2789373,press
space,1723900105.3828254,release
k,1723900105.5557358,press
k,1723900105.711742,release
a,1723900105.7167203,press
a,1723900105.831319,release
z,1723900105.9476795,press
z,1723900106.0957716,release
i,1723900106.105999,press
i,1723900106.2359755,release
b,1723900106.5042808,press
b,1723900106.6398597,release
w,1723900106.7282279,press
w,1723900106.8435502,release
e,1723900106.9250095,press
e,1723900107.0464103,release
space,1723900108.5290942,press
space,1723900108.6384554,release
j,1723900108.8317025,press
j,1723900108.9387403,release
u,1723900109.0382886,press
u,1723900109.154515,release
l,1723900109.284874,press
l,1723900109.4061434,release
i,1723900109.5364003,press
i,1723900109.65585,release
u,1723900109.7589796,press
u,1723900109.9314194,release
s,1723900109.9626715,press
s,1723900110.1135094,release
space,1723900110.2487628,press
space,1723900110.3512535,release
j,1723900110.5158372,press
j,1723900110.6107142,release
u,1723900110.7166324,press
u,1723900110.8373654,release
i,1723900111.2112527,press
o,1723900111.32654,press
i,1723900111.3914948,release
o,1723900111.49442,release
r,1723900111.5326734,press
r,1723900111.6771824,release
space,1723900111.733009,press
space,1723900111.8382967,release
k,1723900112.0622954,press
k,1723900112.191843,release
a,1723900112.22443,press
a,1723900112.3547952,release
z,1723900112.4702396,press
i,1723900112.6148946,press
z,1723900112.6212108,release
i,1723900112.738471,release
b,1723900112.9121869,press
b,1723900113.0276978,release
w,1723900113.1424553,press
w,1723900113.288452,release
e,1723900113.3810723,press
e,1723900113.487911,release
space,1723900114.7271402,press
space,1723900114.828014,release
j,1723900115.0021605,press
j,1723900115.1083002,release
u,1723900115.202121,press
u,1723900115.315576,release
l,1723900115.4326165,press
l,1723900115.5748792,release
i,1723900115.7058842,press
i,1723900115.915171,release
u,1723900115.997052,press
u,1723900116.146349,release
s,1723900116.199695,press
s,1723900116.3733885,release
space,1723900116.3839486,press
space,1723900116.4988177,release
j,1723900116.7316813,press
j,1723900116.8556907,release
u,1723900116.94035,press
u,1723900117.0637915,release
n,1723900117.159189,press
n,1723900117.2643166,release
i,1723900117.4487915,press
o,1723900117.5707893,press
i,1723900117.6644242,release
o,1723900117.7653515,release
r,1723900117.8390288,press
r,1723900117.9917574,release
space,1723900118.0469613,press
space,1723900118.176587,release
k,1723900118.5009518,press
k,1723900118.6589425,release
a,1723900118.6734972,press
a,1723900118.8035464,release
z,1723900118.9249573,press
i,1723900119.067886,press
z,1723900119.0759847,release
i,1723900119.1949859,release
b,1723900119.366897,press
b,1723900119.4827478,release
w,1723900119.5634346,press
w,1723900119.6833982,release
e,1723900119.7591376,press
e,1723900119.9179566,release
esc,1723900121.2831354,press
