key,time,event
h,1723884191.660031,press
h,1723884191.7605581,release
e,1723884191.8675005,press
e,1723884191.9639242,release
l,1723884192.1359603,press
l,1723884192.2149816,release
l,1723884192.2903955,press
l,1723884192.3915956,release
o,1723884192.485452,press
o,1723884192.5871356,release
space,1723884192.7106578,press
space,1723884192.817639,release
j,1723884193.5086076,press
j,1723884193.5955136,release
u,1723884193.7220259,press
u,1723884193.819349,release
l,1723884193.9407403,press
l,1723884194.0439816,release
i,1723884194.1637735,press
i,1723884194.2712295,release
u,1723884194.5072007,press
u,1723884194.6426842,release
s,1723884194.9494026,press
s,1723884195.1946518,press
s,1723884195.2032683,release
space,1723884195.237321,press
space,1723884195.3799508,release
k,1723884195.9485734,press
k,1723884196.0638993,release
a,1723884196.0940852,press
a,1723884196.2207448,release
z,1723884196.3308947,press
z,1723884196.5025997,release
o,1723884196.8635027,press
o,1723884196.9063861,release
b,1723884197.5541947,press
w,1723884197.670179,press
b,1723884197.678254,release
w,1723884197.7977343,release
e,1723884197.8927798,press
e,1723884198.029822,release
space,1723884199.3858726,press
space,1723884199.5161362,release
h,1723884200.487411,press
h,1723884200.5949404,release
e,1723884200.6295733,press
e,1723884200.7716317,release
o,1723884201.524654,press
o,1723884201.6393108,release
w,1723884201.6885839,press
w,1723884201.83313,release
space,1723884201.9597032,press
space,1723884202.0892112,release
a,1723884202.871288,press
a,1723884203.00721,release
g,1723884203.2435768,press
g,1723884203.3636973,release
a,1723884203.5182598,press
a,1723884203.691266,release
i,1723884203.7256138,press
i,1723884203.8271682,release
n,1723884203.969032,press
n,1723884204.0750532,release
esc,1723884206.6781864,press
