key,time,event
j,1723898880.464781,press
j,1723898880.5543842,release
u,1723898880.6482043,press
u,1723898880.7447286,release
l,1723898880.8508165,press
l,1723898880.9691987,release
i,1723898881.0331304,press
i,1723898881.152963,release
u,1723898881.2198744,press
u,1723898881.3601189,release
s,1723898881.4053621,press
s,1723898881.5576239,release
space,1723898881.6006718,press
space,1723898881.7058392,release
j,1723898882.2537134,press
j,1723898882.4059467,release
u,1723898882.527095,press
u,1723898882.6469505,release
n,1723898882.737111,press
n,1723898882.8136988,release
i,1723898882.9979506,press
o,1723898883.1282566,press
i,1723898883.2135143,release
o,1723898883.3163586,release
r,1723898883.384622,press
r,1723898883.5282009,release
space,1723898883.6165116,press
space,1723898883.7328067,release
k,1723898884.2207131,press
k,1723898884.3359094,release
a,1723898884.4024994,press
a,1723898884.4742713,release
z,1723898884.6446016,press
i,1723898884.7859697,press
z,1723898884.7923274,release
i,1723898884.9151964,release
b,1723898885.0688293,press
b,1723898885.1800506,release
w,1723898885.2597592,press
w,1723898885.3751636,release
e,1723898885.4743023,press
e,1723898885.5693831,release
space,1723898885.854338,press
space,1723898885.9852402,release
k,1723898887.2229016,press
k,1723898887.3161988,release
a,1723898887.366372,press
a,1723898887.4665594,release
z,1723898887.5904715,press
i,1723898887.6855047,press
z,1723898887.7168176,release
i,1723898887.7999368,release
b,1723898887.9559422,press
b,1723898888.06754,release
w,1723898888.1575966,press
w,1723898888.2786777,release
e,1723898888.380702,press
e,1723898888.4686155,release
space,1723898888.4848635,press
space,1723898888.5923705,release
j,1723898888.7554905,press
j,1723898888.8498209,release
u,1723898888.951469,press
u,1723898889.0455246,release
l,1723898889.1879237,press
l,1723898889.3320742,release
i,1723898889.495974,press
i,1723898889.5654712,release
u,1723898889.8934262,press
u,1723898890.0372694,release
s,1723898890.0867872,press
s,1723898890.2318525,release
space,1723898890.3588078,press
space,1723898890.4677062,release
j,1723898890.754359,press
j,1723898890.8510413,release
u,1723898890.9506,press
u,1723898891.047138,release
n,1723898891.1723716,press
n,1723898891.2384646,release
i,1723898891.4427269,press
o,1723898891.4952862,press
i,1723898891.5111165,release
o,1723898891.7260394,release
r,1723898891.7393038,press
r,1723898891.8769932,release
enter,1723898893.4422517,press
enter,1723898893.557781,release
shift,1723898894.401622,press
shift,1723898894.648277,press
shift,1723898894.6790657,press
shift,1723898894.7079954,press
shift,1723898894.74154,press
shift,1723898894.7704704,press
shift,1723898894.8075397,press
shift,1723898894.836495,press
shift,1723898894.8653078,press
shift,1723898894.8938904,press
shift,1723898894.9227276,press
shift,1723898894.956367,press
shift,1723898894.9932654,press
shift,1723898895.0222466,press
shift,1723898895.0536282,press
shift,1723898895.0813394,press
shift,1723898895.1133468,press
shift,1723898895.1503148,press
shift,1723898895.179234,press
shift,1723898895.2099676,press
shift,1723898895.2387645,press
shift,1723898895.2692528,press
esc,1723898895.2987285,press
