,0
`,0.7735340595245361
d,0.24783453941345215
e,0.18087643384933472
esc,1.2399964332580566
h,0.15614593029022217
j,0.1361964089529855
k,0.2457427978515625
r,0.17282597223917642
s,0.11189651489257812
u,0.0
w,0.2926473617553711
y,0.40739381313323975
mean_interval,0.23163785161198797
