,0
a,0.13459688425064087
d,0.15242505073547363
e,0.3172963460286458
esc,1.8608715534210205
h,0.22653627395629883
i,0.701901356379191
j,0.3296571671962738
k,0.08175396919250488
r,0.24918174743652344
s,0.33691078424453735
w,0.21043741703033447
mean_interval,0.3213563561439514
