,0
a,0.15015649795532227
e,0.13702702522277832
enter,0.9746236801147461
esc,2.4949440956115723
h,2.309295177459717
m,0.2750382423400879
o,0.16513299942016602
r,0.2627910375595093
s,0.45380210876464844
space,0.6246182123819987
t,0.3655065695444743
mean_interval,0.5968422094980875
