,0
a,0.21555185317993164
d,0.30387449264526367
e,0.20281600952148438
esc,1.981809377670288
h,0.48747754096984863
i,0.2194336255391439
j,0.1290982961654663
k,0.23048889636993408
l,0.21976006031036377
n,0.22785329818725586
o,0.20625519752502441
r,0.26512277126312256
s,0.26326799392700195
space,0.708485460281372
u,0.21950602531433105
w,0.575756311416626
z,0.24819207191467285
mean_interval,0.36823147535324097
