,0
a,0.22974586486816406
d,0.27374720573425293
e,0.508406400680542
esc,1.129333257675171
h,0.289750337600708
i,0.3925412893295288
j,0.18063408136367798
k,0.17018675804138184
r,0.2450428009033203
s,0.45035040378570557
u,0.09255242347717285
w,0.229414701461792
mean_interval,0.3030272126197815
