key,time,event,hold_time,flight_time
j,1723900102.2605326,press,0.11531567573547363,
u,1723900102.455757,press,0.1400899887084961,0.09861588478088379
l,1723900102.679989,press,-0.5297467708587646,0.07953333854675293
i,1723900102.8999815,press,0.10691070556640625,0.15622758865356445
u,1723900103.11112,press,-1.6334888935089111,0.08114457130432129
s,1723900103.3545704,press,-1.6785671710968018,0.19006752967834473
space,1723900103.655627,press,0.1445462703704834,0.0772545337677002
j,1723900104.030631,press,0.1560060977935791,0.17291045188903809
u,1723900104.214862,press,0.14809203147888184,0.11636042594909668
n,1723900104.448445,press,0.13557887077331543,0.26830530166625977
i,1723900104.7101538,press,0.12140083312988281,0.08145928382873535
o,1723900104.828737,press,-4.76655650138855,1.4826838970184326
r,1723900105.0783548,press,-6.464794874191284,0.13035893440246582
space,1723900105.278937,press,-7.1776063442230225,0.10312962532043457
k,1723900105.5557358,press,-6.486225128173828,0.1352534294128418
a,1723900105.7167203,press,-8.13525915145874,0.10591816902160645
z,1723900105.9476795,press,-6.325439691543579,0.48917460441589355
i,1723900106.105999,press,-7.970471382141113,0.055826663970947266
b,1723900106.5042808,press,-6.393110990524292,0.03258705139160156
w,1723900106.728228,press,-9.583307981491089,0.2600994110107422
e,1723900106.9250095,press,-6.298904895782471,0.11475729942321777
space,1723900108.5290942,press,-10.96460247039795,1.2392292022705078
j,1723900108.8317025,press,-12.620747804641724,0.09382081031799316
u,1723900109.0382886,press,-12.674297571182251,0.13100504875183105
l,1723900109.284874,press,-12.700295686721802,0.05334615707397461
i,1723900109.5364003,press,-14.355832815170288,0.2328634262084961
u,1723900109.7589796,press,-12.639102697372437,0.0953974723815918
s,1723900109.9626715,press,-12.56968879699707,0.3064725399017334
space,1723900110.2487628,press,-14.284423589706421,0.055203914642333984
j,1723900110.5158372,press,-12.842178106307983,0.014554738998413086
u,1723900110.7166324,press,-16.036299467086792,0.2643396854400635
i,1723900111.2112527,press,-12.719884395599365,0.08068680763244629
o,1723900111.32654,press,-12.712727308273315,0.07573938369750977
r,1723900111.5326734,press,,
space,1723900111.733009,press,,
k,1723900112.0622954,press,,
a,1723900112.22443,press,,
z,1723900112.4702396,press,,
i,1723900112.6148946,press,,
b,1723900112.9121869,press,,
w,1723900113.142455,press,,
e,1723900113.3810723,press,,
space,1723900114.7271402,press,,
j,1723900115.0021603,press,,
u,1723900115.202121,press,,
l,1723900115.4326165,press,,
i,1723900115.7058842,press,,
u,1723900115.997052,press,,
s,1723900116.199695,press,,
space,1723900116.3839486,press,,
j,1723900116.731681,press,,
u,1723900116.94035,press,,
n,1723900117.159189,press,,
i,1723900117.4487915,press,,
o,1723900117.570789,press,,
r,1723900117.8390288,press,,
space,1723900118.0469613,press,,
k,1723900118.5009518,press,,
a,1723900118.6734972,press,,
z,1723900118.9249573,press,,
i,1723900119.067886,press,,
b,1723900119.366897,press,,
w,1723900119.5634346,press,,
e,1723900119.7591376,press,,
esc,1723900121.2831354,press,,
